,MCF7,MDA_MB_231,HS578T,BT_549,T47D,SF_268,SF_295,SF_539,SNB_19,SNB_75,U251,COLO205,HCC_2998,HCT_116,HCT_15,HT29,KM12,SW_620,CCRF_CEM,HL_60,K_562,MOLT_4,RPMI_8226,SR,LOXIMVI,MALME_3M,M14,SK_MEL_2,SK_MEL_28,SK_MEL_5,UACC_257,UACC_62,MDA_MB_435,MDA_N,A549,EKVX,HOP_62,HOP_92,NCI_H226,NCI_H23,NCI_H322M,NCI_H460,NCI_H522,IGROV1,OVCAR_3,OVCAR_4,OVCAR_5,OVCAR_8,SK_OV_3,NCI_ADR_RES,PC_3,DU_145,786_0,A498,ACHN,CAKI_1,RXF_393,SN12C,TK_10,UO_31
OVCAR_4,0.38672291906061157,0.22550750451253382,0.2922477649517428,0.2752024911542276,0.3877535940831584,0.38262751599003003,0.3173499486084919,0.32461653633311377,0.2310417286723842,0.272913908551545,0.3376710980347661,0.3323958177189497,0.38698231724839977,0.4021468683076555,0.46511787696233003,0.4048458932913486,0.37294369889983486,0.12725523709041714,0.16386625842220998,0.2327179438080616,0.298987947209477,0.16794473494453227,0.22069199283927526,0.2773346012464603,0.3035159959188926,0.20217553005037986,0.18653587950777933,0.2264039049579341,0.2076438574580048,0.19786645233564187,0.2228612930808775,0.24258532968910912,0.2645646073597228,0.25548706776905367,0.40746771406621013,0.44729310508627357,0.3739392648210243,0.3601053387466924,0.3560086751498895,0.4055665601092863,0.44619595039249765,0.33279720749503544,0.27595966777848696,0.5374115908127628,0.664284163945198,1.0,0.31778019588725076,0.4549142422739056,0.5154980956036919,0.38252663336948384,0.3475318721286313,0.44713132173559905,0.3590289201643558,0.39662655127839413,0.426290400153093,0.46186004267214337,0.33732682833853195,0.37069561705799864,0.4490458802114519,0.4390349169238101
OVCAR_5,0.3024788834291015,0.3425135170516908,0.2140840144007093,0.25776523234863774,0.2892827808486976,0.27485114543919903,0.3704473528872155,0.23705113539148787,0.22615106501824894,0.20630877876349146,0.2819046201160628,0.3072252253437053,0.33684547141323457,0.45093942403266146,0.36108156183422807,0.39317687076081137,0.36920507094329386,0.22809347830783716,0.1827906610218893,0.31140406741629595,0.21930772114573333,0.1671623745923841,0.24217659276907116,0.2283553515255548,0.32884410455937824,0.19775571114568663,0.20688646693834406,0.20836834204118154,0.20756948446590812,0.19680348178094526,0.1893375192557823,0.2386854068644037,0.23296963593006942,0.27557432380311514,0.4258010781645389,0.37943005747966446,0.4039003776966508,0.40464588575623556,0.3950162539322198,0.34120972589932,0.35102663857219557,0.2884769602766139,0.2760417865474351,0.351035797771774,0.3102001246713792,0.31778019588725076,1.0,0.35140623399694987,0.35608702888073,0.37065988170475944,0.3712226250955584,0.3718625163171398,0.32600269704442514,0.2839579880524536,0.4178573178740536,0.4027002126211838,0.2854207880800543,0.3640617836063404,0.37045162851165553,0.3545168951445293
OVCAR_8,0.3256662559618228,0.2356583164276042,0.4095561747163406,0.38578545384766144,0.276533502464764,0.490468101339619,0.41392257716312836,0.4341984456027485,0.24514226007331547,0.33184308700258885,0.3609726115379664,0.228309349572908,0.30834326141350393,0.37167977958683535,0.3960115918700447,0.2904731274114479,0.2902900419197359,0.08000160929183286,0.19672197795179974,0.24175915086867178,0.3284471625481045,0.18655509762063677,0.2132570999102293,0.26614180082633515,0.4603618773901635,0.23919779751448894,0.24718604379146064,0.3128922844799166,0.2582372756997701,0.22517842026513474,0.24830647488569452,0.2870528372340558,0.32927498240033753,0.297005013225121,0.42925569536582425,0.442574743410791,0.523058973306572,0.47694653182982666,0.4195377036980172,0.49399989363383084,0.33903609535130314,0.37013012515263494,0.3303754608547586,0.42344536486088785,0.45597416988117984,0.4549142422739056,0.35140623399694987,1.0,0.47017752454585376,0.7601599759423963,0.3961443351263096,0.5648062468005048,0.43708853836169864,0.3847362114358797,0.479946355754672,0.5195063040706074,0.4063568260446759,0.6064257503149986,0.5026078356579728,0.4838577874116779
SK_OV_3,0.2888920362692145,0.3120578611910551,0.32378696197291296,0.3033943105517411,0.28236011219198914,0.4049437201269392,0.3934697599553069,0.35504696387252804,0.25713137561081806,0.30067738455568677,0.38626306029839325,0.2925583967962329,0.33691024479162507,0.3639771224061004,0.3909217083067597,0.3381976593925287,0.358148629495133,0.16822229318883558,0.15098994658085424,0.20558396545407925,0.28846390828945484,0.15512767637409702,0.17696672244284223,0.2212736926552265,0.37721835741742976,0.20445131737576777,0.17919340572694847,0.2532635561515831,0.21371884962102788,0.1670428556915598,0.19870868098788236,0.2586467243906821,0.2636901503522692,0.2621827829874433,0.4732325155031733,0.46543456953379564,0.44170455488719057,0.39504926129378176,0.3952338276439385,0.396679153549438,0.4227230498220857,0.33016295185760397,0.2449589293270335,0.5605979436002964,0.491587658923581,0.5154980956036919,0.35608702888073,0.47017752454585376,1.0,0.3810346213224723,0.4425949447803665,0.4793447699175511,0.466142542163207,0.4394888085658318,0.45451493229137213,0.5661113170965419,0.4169799327394294,0.44829727057746843,0.5060126640752773,0.5173883077812811
NCI_ADR_RES,0.2535037869868399,0.2946277669540905,0.30753314325999875,0.34556080760075586,0.27585979117365095,0.33935196860570754,0.3877191077107616,0.3612675139116765,0.24097844997905776,0.2835173544005328,0.34360134300732575,0.17176931735931028,0.27622596948172023,0.3958348527544446,0.32555713470040243,0.2703354037789109,0.25844804852029374,0.16155622969888778,0.2617403291568598,0.24314045908267984,0.27337496092163666,0.16380190628047292,0.22672422880641468,0.2083670469338757,0.40721344317012304,0.2144819838656607,0.1940035617551556,0.2450407080255051,0.20847484274091138,0.18595443756954083,0.22729640360425046,0.275303708806604,0.27545545232239815,0.2683498735713081,0.3448518553297297,0.38499909388533177,0.4549611263054532,0.4373944848829509,0.4320359943265582,0.43826399768612895,0.3012984819894234,0.30808761284514635,0.3488132325156777,0.3579598649374333,0.3601598858409872,0.38252663336948384,0.37065988170475944,0.7601599759423963,0.3810346213224723,1.0,0.3738763431674473,0.4210487360336434,0.3379822190920369,0.2900538055071176,0.45686160120214087,0.46491853270782885,0.3650579546765605,0.5362329527248426,0.44226646504109773,0.4290590523537245
PC_3,0.2701535127145866,0.2747350477093468,0.32274655574184424,0.32971573035892515,0.26652364432600223,0.30476498124612456,0.4401292082145833,0.3455145580158944,0.28547934312452145,0.2963191320996256,0.4202064179617124,0.24428053414451173,0.35112049341797374,0.39929978414068495,0.36863058052779846,0.3095113058341012,0.3746955941997306,0.1379405606175383,0.1249033415770377,0.16953730925819316,0.22841654036103237,0.08869113931500877,0.1746682555421169,0.1787593775097212,0.43259005636410003,0.24562837988783898,0.20202397413008094,0.2855954212935686,0.2402684908529676,0.2002711420438959,0.2107320014360174,0.2960868153038519,0.3016876002133661,0.28425306880865125,0.3659323556985084,0.4179490192871445,0.505882185866734,0.4721803629370555,0.38375526845267954,0.4160253222942633,0.373769849679438,0.30179977884484327,0.2398547653464192,0.35797160940438216,0.3618309663108937,0.3475318721286313,0.3712226250955584,0.3961443351263096,0.4425949447803665,0.3738763431674473,1.0,0.41845034158390465,0.3921790303256288,0.3521673207660178,0.3765614149324577,0.4508908596422658,0.39517621588881163,0.4218488462028506,0.42977151955989606,0.4478194570196125
DU_145,0.38764018716363885,0.2129662656061833,0.3071380075088807,0.35277559923435015,0.3830296949932918,0.40869528411671013,0.3738579543851838,0.3384750323302524,0.25244748273465306,0.2714020633727959,0.3427743227020141,0.3118028801105797,0.38402672956137235,0.43522317570315755,0.4634761844953162,0.38026447381337186,0.38219273204145915,0.09746998359045683,0.15517950008769982,0.24076321048338506,0.33368909012124975,0.17608614877767076,0.2349504755367398,0.2965344562697008,0.4026114136139583,0.2267218957510288,0.22259484473240193,0.27606041095073103,0.24157628740630405,0.22688330580440413,0.2288945664532807,0.26096663339038134,0.28465829073824783,0.296520563024993,0.5427954971560451,0.4925564320565405,0.4991901696433548,0.4661299852375071,0.3785344569259666,0.5197242438540819,0.46708934933537166,0.42712876857171295,0.28673415445012834,0.46029028427997404,0.47319311617424825,0.44713132173559905,0.3718625163171398,0.5648062468005048,0.4793447699175511,0.4210487360336434,0.41845034158390465,1.0,0.43355270133153984,0.4113664361725697,0.4622293409867691,0.4829870073060643,0.3260269626155758,0.512747598869089,0.49803278590360506,0.4340251769026587
786_0,0.24304965340931345,0.24402866657899086,0.38345737914088257,0.31692861560004365,0.2065753103076055,0.3988770176536776,0.462841610184268,0.4468674732410502,0.2661952324972379,0.33100428301789026,0.4199979499197664,0.19887421368160135,0.25980540882424447,0.3181529257197409,0.32592099999563323,0.25199965859686807,0.25888868202315946,0.09043181875120998,0.13455526144081847,0.18666967759629355,0.23216721008535007,0.16484659803699392,0.17060733343844786,0.22191251171176168,0.4241932593964563,0.21834532744898222,0.23603545034295997,0.29385869039698914,0.26673361580449656,0.20233376404507858,0.20659126534106814,0.27536374285021686,0.3022733998899039,0.2700267618824968,0.4129094810350676,0.38642279985191225,0.5014667818551013,0.4589725280836317,0.3796726084805572,0.3858692713248118,0.2935499141100832,0.3230922494837947,0.22068824118425273,0.38714121898706383,0.34057888108545037,0.3590289201643558,0.32600269704442514,0.43708853836169864,0.466142542163207,0.3379822190920369,0.3921790303256288,0.43355270133153984,1.0,0.5185496142836719,0.5284375513178194,0.5888417877768064,0.5599542671545779,0.44350173801287424,0.5891268009342343,0.5404831250798929
A498,0.26533585169858215,0.2187326038199448,0.359106874854017,0.35269276371484376,0.24696714034512895,0.3784082612773137,0.4320676324855521,0.40951909191211916,0.26998131551798094,0.3324805612963499,0.37359495318530284,0.24775362091239245,0.30659420971799084,0.3052226379833382,0.3011549726987522,0.30733783100728757,0.2712666091295675,0.08240371967396753,0.10471037849980686,0.18413577689684552,0.2447484848690777,0.1399222364733374,0.17910698605284642,0.24568523260677583,0.39250069653631453,0.20474584088568165,0.21245730725730544,0.2379452353819927,0.2327537478519089,0.19379758812953657,0.20772464163178977,0.27742606663253605,0.26746355249071024,0.2810902046939235,0.5022382450667615,0.4004070345787955,0.38242774917230077,0.3963791012874806,0.442568148699451,0.3578513955609313,0.3018139460482762,0.4142351573925556,0.18958327134801561,0.40664958238014265,0.36838407754637964,0.39662655127839413,0.2839579880524536,0.3847362114358797,0.4394888085658318,0.2900538055071176,0.3521673207660178,0.4113664361725697,0.5185496142836719,1.0,0.4964786142279967,0.594065563229587,0.5362111170031378,0.39893332316753355,0.4989007705726152,0.4589227834025957
ACHN,0.29493954770183534,0.3014041717011316,0.34445383827872994,0.3493516205042431,0.28870452581760225,0.390213402559108,0.42757491665578934,0.3808497200473729,0.2777703219671424,0.3101691729577902,0.40900684048758634,0.24801589310958966,0.29867554276894875,0.4152132142534722,0.3544698650300859,0.33889856199827223,0.2982150600251467,0.1532271253639354,0.17670490297051616,0.23325108161868507,0.24849718864002585,0.17969493916535378,0.20964769440467207,0.2293760240331411,0.4218471662424443,0.24974041883964898,0.252882699874798,0.25910187130631185,0.2529235745852893,0.23291612275760903,0.2369366488562627,0.27577859722614634,0.2879144634901459,0.2994663960345892,0.46877537626812665,0.4317434058368705,0.46193092989271684,0.4445307191508307,0.4881526821425957,0.39693136295165093,0.3203296763357451,0.3652439816382717,0.2992009741315215,0.44609956083502117,0.40659905165532567,0.426290400153093,0.4178573178740536,0.479946355754672,0.45451493229137213,0.45686160120214087,0.3765614149324577,0.4622293409867691,0.5284375513178194,0.4964786142279967,1.0,0.6459456120624623,0.4779759329731505,0.4824491796036426,0.6393801058209041,0.6133285566441717
CAKI_1,0.29032806035735154,0.3021747774589833,0.4234079341004497,0.4126465408038082,0.2772626396421812,0.43861951711566377,0.49846944290629785,0.47224652634238024,0.32454248019425663,0.380539735605876,0.45824367804418004,0.2432602585825689,0.30968271021796706,0.38676071219159763,0.36945394660657255,0.3221534427032146,0.3074122425799351,0.14498125562349878,0.17037440673802723,0.23776216752055662,0.2820235843303905,0.17458396609315668,0.21686720478091043,0.24765312127559586,0.4838506749711415,0.2760961225169131,0.2577227017516092,0.30196195068843495,0.2717866503594592,0.23354291440161185,0.2535108131718094,0.3211541482556743,0.3347691620541357,0.333818124822784,0.5107606379642802,0.4964371989447974,0.5660842390880041,0.5119339765057864,0.47855783048329853,0.46861422213654064,0.3639884716631904,0.3848996969051784,0.28875384352165384,0.49800573751827676,0.4415411035754054,0.46186004267214337,0.4027002126211838,0.5195063040706074,0.5661113170965419,0.46491853270782885,0.4508908596422658,0.4829870073060643,0.5888417877768064,0.594065563229587,0.6459456120624623,1.0,0.5663896906513148,0.5555717971933551,0.6157146455252598,0.6508184632228582
RXF_393,0.15107128326512315,0.25630921866612905,0.46687430529143675,0.41077586132286775,0.1601599319100367,0.3115780106809138,0.45372220365010524,0.5774033005066499,0.2957930054879388,0.42007930987227066,0.4427102594588956,0.11158762543248563,0.20933579117410245,0.23887951621005982,0.24670165700820618,0.2029527739202816,0.16745684733281258,0.0670378009391896,0.10242483521058837,0.12049516532212362,0.1667117857940386,0.06238517322936682,0.13910254511703085,0.16202474768394243,0.40550802945474446,0.2570105307217743,0.20615138611198175,0.27080266495564104,0.24329769672069462,0.16427404969834675,0.19264409529882548,0.28361271318835196,0.2865767162364035,0.25341490098032865,0.28990710199542685,0.3835752813342425,0.4836190211663977,0.5148683546698021,0.41699697376770145,0.3763861596543832,0.22572957194576898,0.2574948315857108,0.2007933011016873,0.33415621478990293,0.2964282613783262,0.33732682833853195,0.2854207880800543,0.4063568260446759,0.4169799327394294,0.3650579546765605,0.39517621588881163,0.3260269626155758,0.5599542671545779,0.5362111170031378,0.4779759329731505,0.5663896906513148,1.0,0.3940938613274854,0.5402741160788831,0.5577555139061539
SN12C,0.2967084112983324,0.35408708452408627,0.3899889485216223,0.39589491304950614,0.2782343372630282,0.5102793586233572,0.49023367271205526,0.4415137284940324,0.2772295773217999,0.35186946069716735,0.4141482872569578,0.23156848271240688,0.2760845250075645,0.39299802821926594,0.357494482738776,0.2896812002434936,0.28780992001311917,0.15709124173571115,0.22660953767185715,0.28626480795569004,0.346554412300564,0.21988961122963374,0.23574084716836013,0.28155335083277383,0.5451274872136582,0.2508354303065758,0.24449241431377894,0.3158071129721092,0.27182890341869087,0.22848305643579686,0.2713341483501068,0.3246616767247878,0.3409554626831069,0.33455403169360404,0.45406676100734605,0.4154478217453826,0.5254899192208629,0.506818127825392,0.4814120333386542,0.48824516380745003,0.3368128116665478,0.36193992859751895,0.33161979616298226,0.40623244934411956,0.3783837889231481,0.37069561705799864,0.3640617836063404,0.6064257503149986,0.44829727057746843,0.5362329527248426,0.4218488462028506,0.512747598869089,0.44350173801287424,0.39893332316753355,0.4824491796036426,0.5555717971933551,0.3940938613274854,1.0,0.461450379806387,0.49356417143697645
TK_10,0.3072547325740375,0.28484166950197204,0.3219408151447199,0.34428292734918625,0.2868433712487423,0.3549233256280902,0.39734156297267237,0.3903698876348763,0.2720610525596165,0.28716825095037407,0.3886182769724695,0.25242878387638085,0.3576053624865195,0.390809564900132,0.3958353037059879,0.3346693516067744,0.3283127569312871,0.13447255591090906,0.16775391587635474,0.21371788608798364,0.26872990020579596,0.14431309261411446,0.22886563732884319,0.2622763062587435,0.427165207509935,0.24701073240424792,0.2264403107514969,0.3070127220310483,0.2681093663432645,0.22022980734848946,0.24394886837876034,0.29254061802181913,0.3167904751221346,0.30093612386283625,0.42817312744134856,0.455899357863166,0.49938531235828093,0.4823155057142187,0.42781071986551217,0.44776111771527044,0.36898927417627775,0.32767395355697965,0.2711174582412342,0.4516444407856675,0.4324138015147307,0.4490458802114519,0.37045162851165553,0.5026078356579728,0.5060126640752773,0.44226646504109773,0.42977151955989606,0.49803278590360506,0.5891268009342343,0.4989007705726152,0.6393801058209041,0.6157146455252598,0.5402741160788831,0.461450379806387,1.0,0.6100734365482441
UO_31,0.2176213688636321,0.3011370461414355,0.381502968057106,0.32597462069526634,0.22547008492592463,0.36766590889699907,0.443643488777783,0.4479790456832404,0.2825636631954023,0.33384127376600264,0.42901173215870864,0.1793536132370625,0.2706548034576725,0.32406411489185266,0.34610922063291466,0.25518921006045486,0.24980522564149438,0.12114857573363019,0.12128523696404242,0.15485220151533835,0.1995518647551791,0.09455188713683915,0.14689286396683504,0.16366086048992895,0.420947804508007,0.24734935650398543,0.19622330875777277,0.273392253336939,0.23264042532995516,0.17880034137118567,0.19839014192282384,0.2645951519004564,0.2915981611622254,0.26598846969460105,0.3781087164832389,0.46237052787308325,0.5991332021014948,0.49537631836611135,0.45240132764598945,0.41415041939505487,0.33735063795669956,0.26063593621238373,0.23495585859878537,0.4153337049006152,0.39378823276713976,0.4390349169238101,0.3545168951445293,0.4838577874116779,0.5173883077812811,0.4290590523537245,0.4478194570196125,0.4340251769026587,0.5404831250798929,0.4589227834025957,0.6133285566441717,0.6508184632228582,0.5577555139061539,0.49356417143697645,0.6100734365482441,1.0
